timestamp,entry_price,exit_price,pnl,fee,capital
2025-06-17 15:15:00,2.1901,2.1804,-0.01,0.0,7999.99
2025-06-17 15:21:00,2.1817,2.1739,-0.01,0.0,7999.98
2025-06-17 15:27:00,2.1692,2.1688,-0.0,0.0,7999.98
2025-06-17 15:33:00,2.1712,2.1699,-0.0,0.0,7999.98
2025-06-17 15:39:00,2.178,2.1806,0.0,0.0,7999.98
2025-06-17 15:45:00,2.1797,2.1721,-0.01,0.0,7999.97
2025-06-17 15:51:00,2.174,2.1772,0.0,0.0,7999.97
2025-06-17 15:57:00,2.1755,2.1795,0.0,0.0,7999.98
2025-06-17 16:03:00,2.1798,2.1798,-0.0,0.0,7999.98
2025-06-17 16:09:00,2.1805,2.182,0.0,0.0,7999.98
2025-06-17 16:15:00,2.1811,2.1758,-0.01,0.0,7999.97
2025-06-17 16:21:00,2.1719,2.1717,-0.0,0.0,7999.97
2025-06-17 16:27:00,2.1748,2.1735,-0.0,0.0,7999.97
2025-06-17 16:33:00,2.1733,2.1736,0.0,0.0,7999.97
2025-06-17 16:39:00,2.1741,2.1712,-0.0,0.0,7999.97
2025-06-17 16:45:00,2.1677,2.1642,-0.0,0.0,7999.96
2025-06-17 16:51:00,2.1646,2.1584,-0.01,0.0,7999.96
2025-06-17 16:57:00,2.1523,2.1487,-0.0,0.0,7999.95
2025-06-17 17:03:00,2.1488,2.1438,-0.01,0.0,7999.95
2025-06-17 17:09:00,2.1506,2.1526,0.0,0.0,7999.95
2025-06-17 17:15:00,2.1449,2.1481,0.0,0.0,7999.95
2025-06-17 17:21:00,2.1525,2.1545,0.0,0.0,7999.95
2025-06-17 17:27:00,2.1537,2.1562,0.0,0.0,7999.96
2025-06-17 17:33:00,2.1615,2.1653,0.0,0.0,7999.96
2025-06-17 17:39:00,2.1605,2.1623,0.0,0.0,7999.96
2025-06-17 17:45:00,2.159,2.1574,-0.0,0.0,7999.96
2025-06-17 17:51:00,2.1548,2.1582,0.0,0.0,7999.96
2025-06-17 17:57:00,2.1503,2.1474,-0.0,0.0,7999.96
2025-06-17 18:03:00,2.1478,2.1541,0.01,0.0,7999.97
2025-06-17 18:09:00,2.1553,2.163,0.01,0.0,7999.97
2025-06-17 18:15:00,2.1615,2.1614,-0.0,0.0,7999.97
2025-06-17 18:21:00,2.1613,2.1595,-0.0,0.0,7999.97
2025-06-17 18:27:00,2.1569,2.1523,-0.01,0.0,7999.96
2025-06-17 18:33:00,2.1594,2.1631,0.0,0.0,7999.97
2025-06-17 18:39:00,2.1628,2.1622,-0.0,0.0,7999.97
2025-06-17 18:45:00,2.1638,2.1681,0.0,0.0,7999.97
2025-06-17 18:51:00,2.1705,2.1713,0.0,0.0,7999.97
2025-06-17 18:57:00,2.1759,2.1764,0.0,0.0,7999.97
2025-06-17 19:03:00,2.1827,2.1837,0.0,0.0,7999.97
2025-06-17 19:09:00,2.1795,2.1806,0.0,0.0,7999.98
2025-06-17 19:15:00,2.185,2.1879,0.0,0.0,7999.98
2025-06-17 19:21:00,2.1909,2.1951,0.0,0.0,7999.98
2025-06-17 19:27:00,2.1902,2.1954,0.0,0.0,7999.99
2025-06-17 19:33:00,2.1927,2.1969,0.0,0.0,7999.99
2025-06-17 19:39:00,2.1987,2.1936,-0.01,0.0,7999.98
2025-06-17 19:45:00,2.1952,2.1999,0.0,0.0,7999.99
2025-06-17 19:51:00,2.2025,2.2012,-0.0,0.0,7999.99
2025-06-17 19:57:00,2.1945,2.1831,-0.01,0.0,7999.97
2025-06-17 20:03:00,2.1862,2.187,0.0,0.0,7999.98
2025-06-17 20:09:00,2.185,2.1826,-0.0,0.0,7999.97
2025-06-17 20:15:00,2.1817,2.1711,-0.01,0.0,7999.96
2025-06-17 20:21:00,2.1753,2.1721,-0.0,0.0,7999.96
2025-06-17 20:27:00,2.1782,2.1769,-0.0,0.0,7999.96
2025-06-17 20:33:00,2.1755,2.1762,0.0,0.0,7999.96
2025-06-17 20:39:00,2.1716,2.1737,0.0,0.0,7999.96
2025-06-17 20:45:00,2.1777,2.1755,-0.0,0.0,7999.96
2025-06-17 20:51:00,2.1748,2.1723,-0.0,0.0,7999.95
2025-06-17 20:57:00,2.17,2.1676,-0.0,0.0,7999.95
2025-06-17 21:03:00,2.1692,2.1715,0.0,0.0,7999.95
2025-06-17 21:09:00,2.166,2.1564,-0.01,0.0,7999.94
2025-06-17 21:15:00,2.1612,2.165,0.0,0.0,7999.94
2025-06-17 21:21:00,2.1581,2.1569,-0.0,0.0,7999.94
2025-06-17 21:27:00,2.1583,2.1683,0.01,0.0,7999.95
2025-06-17 21:33:00,2.1672,2.17,0.0,0.0,7999.96
2025-06-17 21:39:00,2.1664,2.1648,-0.0,0.0,7999.95
2025-06-17 21:45:00,2.1645,2.1551,-0.01,0.0,7999.94
2025-06-17 21:51:00,2.1578,2.1579,0.0,0.0,7999.94
2025-06-17 21:57:00,2.1531,2.1569,0.0,0.0,7999.95
2025-06-17 22:03:00,2.1545,2.1559,0.0,0.0,7999.95
2025-06-17 22:09:00,2.1591,2.1555,-0.0,0.0,7999.94
2025-06-17 22:15:00,2.1583,2.1559,-0.0,0.0,7999.94
2025-06-17 22:21:00,2.1588,2.1585,-0.0,0.0,7999.94
2025-06-17 22:27:00,2.158,2.1559,-0.0,0.0,7999.94
2025-06-17 22:33:00,2.156,2.1492,-0.01,0.0,7999.93
2025-06-17 22:39:00,2.1502,2.1526,0.0,0.0,7999.93
2025-06-17 22:45:00,2.1511,2.1533,0.0,0.0,7999.93
2025-06-17 22:51:00,2.1552,2.1527,-0.0,0.0,7999.93
2025-06-17 22:57:00,2.1505,2.1459,-0.01,0.0,7999.93
2025-06-17 23:03:00,2.1477,2.1535,0.01,0.0,7999.93
2025-06-17 23:09:00,2.1526,2.1527,0.0,0.0,7999.93
2025-06-17 23:15:00,2.1538,2.156,0.0,0.0,7999.93
2025-06-17 23:21:00,2.1568,2.1606,0.0,0.0,7999.94
2025-06-17 23:27:00,2.1618,2.1628,0.0,0.0,7999.94
2025-06-17 23:33:00,2.1625,2.1631,0.0,0.0,7999.94
2025-06-17 23:39:00,2.1643,2.1637,-0.0,0.0,7999.94
2025-06-17 23:45:00,2.1639,2.1639,-0.0,0.0,7999.94
2025-06-17 23:51:00,2.1641,2.1621,-0.0,0.0,7999.94
2025-06-17 23:57:00,2.1591,2.159,-0.0,0.0,7999.94
2025-06-18 00:03:00,2.1611,2.1615,0.0,0.0,7999.94
2025-06-18 00:09:00,2.161,2.1629,0.0,0.0,7999.94
2025-06-18 00:15:00,2.1616,2.1618,0.0,0.0,7999.94
2025-06-18 00:21:00,2.1596,2.1583,-0.0,0.0,7999.94
2025-06-18 00:27:00,2.1556,2.1546,-0.0,0.0,7999.94
2025-06-18 00:33:00,2.1527,2.1607,0.01,0.0,7999.94
2025-06-18 00:39:00,2.1655,2.1643,-0.0,0.0,7999.94
2025-06-18 00:45:00,2.1625,2.1571,-0.01,0.0,7999.94
2025-06-18 00:51:00,2.1606,2.1625,0.0,0.0,7999.94
2025-06-18 00:57:00,2.1659,2.1666,0.0,0.0,7999.94
2025-06-18 01:03:00,2.1679,2.1692,0.0,0.0,7999.94
2025-06-18 01:09:00,2.1724,2.1715,-0.0,0.0,7999.94
2025-06-18 01:15:00,2.1721,2.1756,0.0,0.0,7999.94
2025-06-18 01:21:00,2.176,2.1751,-0.0,0.0,7999.94
2025-06-18 01:27:00,2.1675,2.1664,-0.0,0.0,7999.94
2025-06-18 01:33:00,2.1664,2.1681,0.0,0.0,7999.94
2025-06-18 01:39:00,2.1685,2.1665,-0.0,0.0,7999.94
2025-06-18 01:45:00,2.1664,2.1634,-0.0,0.0,7999.94
2025-06-18 01:51:00,2.1633,2.1622,-0.0,0.0,7999.93
2025-06-18 01:57:00,2.1624,2.1612,-0.0,0.0,7999.93
2025-06-18 02:03:00,2.1588,2.1623,0.0,0.0,7999.94
2025-06-18 02:09:00,2.1608,2.1602,-0.0,0.0,7999.94
2025-06-18 02:15:00,2.1586,2.1576,-0.0,0.0,7999.93
2025-06-18 02:21:00,2.1564,2.1601,0.0,0.0,7999.94
2025-06-18 02:27:00,2.165,2.1659,0.0,0.0,7999.94
2025-06-18 02:33:00,2.1641,2.1646,0.0,0.0,7999.94
2025-06-18 02:39:00,2.1665,2.1646,-0.0,0.0,7999.94
2025-06-18 02:45:00,2.1614,2.1632,0.0,0.0,7999.94
2025-06-18 02:51:00,2.163,2.1622,-0.0,0.0,7999.94
2025-06-18 02:57:00,2.1616,2.1589,-0.0,0.0,7999.93
2025-06-18 03:03:00,2.1586,2.1613,0.0,0.0,7999.94
2025-06-18 03:09:00,2.159,2.159,-0.0,0.0,7999.94
2025-06-18 03:15:00,2.1601,2.1606,0.0,0.0,7999.94
2025-06-18 03:21:00,2.1649,2.1625,-0.0,0.0,7999.93
2025-06-18 03:27:00,2.1636,2.1649,0.0,0.0,7999.94
2025-06-18 03:33:00,2.1664,2.1695,0.0,0.0,7999.94
2025-06-18 03:39:00,2.1683,2.1697,0.0,0.0,7999.94
2025-06-18 03:45:00,2.1702,2.1672,-0.0,0.0,7999.94
2025-06-18 03:51:00,2.1685,2.168,-0.0,0.0,7999.94
2025-06-18 03:57:00,2.1663,2.1674,0.0,0.0,7999.94
2025-06-18 04:03:00,2.1655,2.1662,0.0,0.0,7999.94
2025-06-18 04:09:00,2.1697,2.1683,-0.0,0.0,7999.94
2025-06-18 04:15:00,2.1688,2.1679,-0.0,0.0,7999.94
2025-06-18 04:21:00,2.1672,2.1649,-0.0,0.0,7999.93
2025-06-18 04:27:00,2.163,2.1635,0.0,0.0,7999.93
2025-06-18 04:33:00,2.1639,2.1644,0.0,0.0,7999.93
2025-06-18 04:39:00,2.1663,2.1664,0.0,0.0,7999.93
2025-06-18 04:45:00,2.1697,2.1727,0.0,0.0,7999.94
2025-06-18 04:51:00,2.1699,2.1701,0.0,0.0,7999.94
2025-06-18 04:57:00,2.1715,2.1719,0.0,0.0,7999.94
2025-06-18 05:03:00,2.1726,2.1714,-0.0,0.0,7999.94
2025-06-18 05:09:00,2.1743,2.1725,-0.0,0.0,7999.93
2025-06-18 05:15:00,2.1725,2.1722,-0.0,0.0,7999.93
2025-06-18 05:21:00,2.1727,2.1726,-0.0,0.0,7999.93
2025-06-18 05:27:00,2.1716,2.1711,-0.0,0.0,7999.93
2025-06-18 05:33:00,2.1751,2.1714,-0.0,0.0,7999.93
2025-06-18 05:39:00,2.1697,2.1699,0.0,0.0,7999.93
2025-06-18 05:45:00,2.1692,2.1673,-0.0,0.0,7999.93
2025-06-18 05:51:00,2.1686,2.1697,0.0,0.0,7999.93
2025-06-18 05:57:00,2.1678,2.168,0.0,0.0,7999.93
2025-06-18 06:03:00,2.1647,2.1649,0.0,0.0,7999.93
2025-06-18 06:09:00,2.1681,2.1672,-0.0,0.0,7999.93
2025-06-18 06:15:00,2.164,2.1644,0.0,0.0,7999.93
2025-06-18 06:21:00,2.1612,2.1611,-0.0,0.0,7999.93
2025-06-18 06:27:00,2.1596,2.161,0.0,0.0,7999.93
2025-06-18 06:33:00,2.1602,2.1581,-0.0,0.0,7999.93
2025-06-18 06:39:00,2.1592,2.1567,-0.0,0.0,7999.92
2025-06-18 06:45:00,2.1564,2.1544,-0.0,0.0,7999.92
2025-06-18 06:51:00,2.1552,2.1547,-0.0,0.0,7999.92
2025-06-18 06:57:00,2.1543,2.1553,0.0,0.0,7999.92
2025-06-18 07:03:00,2.1574,2.1559,-0.0,0.0,7999.92
2025-06-18 07:09:00,2.1519,2.1533,0.0,0.0,7999.92
2025-06-18 07:15:00,2.1507,2.1503,-0.0,0.0,7999.92
2025-06-18 07:21:00,2.1519,2.1506,-0.0,0.0,7999.92
2025-06-18 07:27:00,2.1514,2.1499,-0.0,0.0,7999.92
2025-06-18 07:33:00,2.1477,2.1479,0.0,0.0,7999.92
2025-06-18 07:39:00,2.1521,2.1546,0.0,0.0,7999.92
2025-06-18 07:45:00,2.1531,2.1552,0.0,0.0,7999.92
2025-06-18 07:51:00,2.1551,2.1545,-0.0,0.0,7999.92
2025-06-18 07:57:00,2.163,2.1629,-0.0,0.0,7999.92
2025-06-18 08:03:00,2.1674,2.1668,-0.0,0.0,7999.92
2025-06-18 08:09:00,2.166,2.1675,0.0,0.0,7999.92
2025-06-18 08:15:00,2.1662,2.1652,-0.0,0.0,7999.92
2025-06-18 08:21:00,2.1627,2.1613,-0.0,0.0,7999.92
2025-06-18 08:27:00,2.1614,2.1605,-0.0,0.0,7999.92
2025-06-18 08:33:00,2.1614,2.1594,-0.0,0.0,7999.92
2025-06-18 08:39:00,2.155,2.1524,-0.0,0.0,7999.91
2025-06-18 08:45:00,2.154,2.1577,0.0,0.0,7999.92
2025-06-18 08:51:00,2.1568,2.1543,-0.0,0.0,7999.91
2025-06-18 08:57:00,2.1557,2.156,0.0,0.0,7999.91
2025-06-18 09:03:00,2.1584,2.1608,0.0,0.0,7999.92
2025-06-18 09:09:00,2.1588,2.1572,-0.0,0.0,7999.91
2025-06-18 09:15:00,2.157,2.1602,0.0,0.0,7999.92
2025-06-18 09:21:00,2.1627,2.1602,-0.0,0.0,7999.91
2025-06-18 09:27:00,2.1599,2.159,-0.0,0.0,7999.91
2025-06-18 09:33:00,2.1576,2.1572,-0.0,0.0,7999.91
2025-06-18 09:39:00,2.1539,2.1534,-0.0,0.0,7999.91
2025-06-18 09:45:00,2.151,2.146,-0.01,0.0,7999.91
2025-06-18 09:51:00,2.1483,2.15,0.0,0.0,7999.91
2025-06-18 09:57:00,2.1497,2.147,-0.0,0.0,7999.9
2025-06-18 10:03:00,2.1457,2.144,-0.0,0.0,7999.9
2025-06-18 10:09:00,2.1462,2.1452,-0.0,0.0,7999.9
2025-06-18 10:15:00,2.1462,2.15,0.0,0.0,7999.91
2025-06-18 10:21:00,2.1492,2.1387,-0.01,0.0,7999.89
2025-06-18 10:27:00,2.1393,2.1379,-0.0,0.0,7999.89
2025-06-18 10:33:00,2.1377,2.1365,-0.0,0.0,7999.89
2025-06-18 10:39:00,2.1354,2.1386,0.0,0.0,7999.89
2025-06-18 10:45:00,2.1374,2.1365,-0.0,0.0,7999.89
2025-06-18 10:51:00,2.1325,2.1264,-0.01,0.0,7999.89
2025-06-18 10:57:00,2.127,2.1294,0.0,0.0,7999.89
2025-06-18 11:03:00,2.1298,2.1298,-0.0,0.0,7999.89
2025-06-18 11:09:00,2.1345,2.1349,0.0,0.0,7999.89
2025-06-18 11:15:00,2.1364,2.1356,-0.0,0.0,7999.89
2025-06-18 11:21:00,2.1338,2.1356,0.0,0.0,7999.89
2025-06-18 11:27:00,2.135,2.1346,-0.0,0.0,7999.89
2025-06-18 11:33:00,2.1339,2.1323,-0.0,0.0,7999.89
2025-06-18 11:39:00,2.1292,2.1301,0.0,0.0,7999.89
2025-06-18 11:45:00,2.1374,2.1396,0.0,0.0,7999.89
2025-06-18 11:51:00,2.1362,2.1398,0.0,0.0,7999.89
2025-06-18 11:57:00,2.1411,2.1419,0.0,0.0,7999.89
2025-06-18 12:03:00,2.1422,2.1399,-0.0,0.0,7999.89
2025-06-18 12:09:00,2.1408,2.1425,0.0,0.0,7999.89
2025-06-18 12:15:00,2.1431,2.1383,-0.01,0.0,7999.89
2025-06-18 12:21:00,2.1379,2.1394,0.0,0.0,7999.89
